"rt","stimulus","key_press","stim","task","respDir","comp","corrResp","trial_type","trial_index","time_elapsed","internal_node_id","date","vpNum","age","gender","handedness","corrCode","blockNum","trialNum"
"656","<h1>nicht links</h1>","67","negFlank","affneg","right","incomp","M","single-stim","560","321745","0.0-9.0-217.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","2","3","185"
"387","<div class=""left""  style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""left""  style=""float: right""></div>","77","negFlank","flanker","left","incomp","M","single-stim","563","323141","0.0-9.0-220.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","1","3","186"
"532","<h1>jetzt links</h1>","67","negFlank","affneg","left","comp","C","single-stim","566","324680","0.0-9.0-223.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","1","3","187"
"384","<div class=""right"" style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""right"" style=""float: right""></div>","77","negFlank","flanker","left","comp","M","single-stim","569","326072","0.0-9.0-226.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","1","3","188"
"688","<h1>nicht rechts</h1>","67","negFlank","affneg","left","incomp","C","single-stim","572","327769","0.0-9.0-229.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","1","3","189"
"389","<div class=""left""  style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""left""  style=""float: right""></div>","77","negFlank","flanker","left","incomp","M","single-stim","575","329167","0.0-9.0-232.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","1","3","190"
"404","<div class=""right"" style=""float: left""></div><div class=""left""  style=""float: left""></div><div class=""right"" style=""float: right""></div>","67","negFlank","flanker","left","incomp","C","single-stim","578","330582","0.0-9.0-235.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","1","3","191"
"392","<div class=""left"" style=""float: left""></div><div class=""left"" style=""float: left""></div><div class=""left"" style=""float: right""></div>","67","negFlank","flanker","left","comp","C","single-stim","581","331981","0.0-9.0-238.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","1","3","192"
"731","<h1>nicht rechts</h1>","67","negFlank","affneg","left","incomp","C","single-stim","584","333720","0.0-9.0-241.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","1","3","193"
"675","<h1>nicht links</h1>","77","negFlank","affneg","right","incomp","M","single-stim","587","335402","0.0-9.0-244.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","1","3","194"
"600","<h1>jetzt rechts</h1>","77","negFlank","affneg","right","comp","M","single-stim","590","337008","0.0-9.0-247.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","1","3","195"
"581","<h1>nicht links</h1>","77","negFlank","affneg","right","incomp","M","single-stim","593","338598","0.0-9.0-250.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","1","3","196"
"387","<div class=""right"" style=""float: left""></div><div class=""left""  style=""float: left""></div><div class=""right"" style=""float: right""></div>","67","negFlank","flanker","left","incomp","C","single-stim","596","339993","0.0-9.0-253.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","1","3","197"
"446","<div class=""right"" style=""float: left""></div><div class=""left""  style=""float: left""></div><div class=""right"" style=""float: right""></div>","67","negFlank","flanker","left","incomp","C","single-stim","599","341446","0.0-9.0-256.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","1","3","198"
"672","<h1>nicht rechts</h1>","67","negFlank","affneg","left","incomp","C","single-stim","602","343126","0.0-9.0-259.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","1","3","199"
"639","<h1>nicht links</h1>","77","negFlank","affneg","right","incomp","M","single-stim","605","344774","0.0-9.0-262.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","1","3","200"
"436","<div class=""left""  style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""left""  style=""float: right""></div>","77","negFlank","flanker","left","incomp","M","single-stim","608","346218","0.0-9.0-265.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","1","3","201"
"667","<h1>nicht links</h1>","77","negFlank","affneg","right","incomp","M","single-stim","611","347892","0.0-9.0-268.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","1","3","202"
"511","<h1>jetzt links</h1>","77","negFlank","affneg","left","comp","C","single-stim","614","349411","0.0-9.0-271.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","2","3","203"
"388","<div class=""right"" style=""float: left""></div><div class=""right"" style=""float: left""></div><div class=""right"" style=""float: right""></div>","77","negFlank","flanker","left","comp","M","single-stim","617","350808","0.0-9.0-274.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","1","3","204"
"671","<h1>nicht rechts</h1>","67","negFlank","affneg","left","incomp","C","single-stim","620","352486","0.0-9.0-277.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","1","3","205"
"578","<h1>jetzt rechts</h1>","77","negFlank","affneg","right","comp","M","single-stim","623","354074","0.0-9.0-280.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","1","3","206"
"420","<div class=""left"" style=""float: left""></div><div class=""left"" style=""float: left""></div><div class=""left"" style=""float: right""></div>","67","negFlank","flanker","left","comp","C","single-stim","626","355502","0.0-9.0-283.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","1","3","207"
"549","<h1>jetzt rechts</h1>","77","negFlank","affneg","right","comp","M","single-stim","629","357059","0.0-9.0-286.0","Fri Jun 09 2017 11:59:25 GMT+0200 (CEST)","1497002362662","22","female","right","1","3","208"
